Id,Address1,Address2,Area,Country,City,State,Region,Pincode
18847,SADAR BAZAR                             ,                                        ,,,SHAHJAHANPUR             ,,,242001
8295,,Opp. Sec 4 Near Shani Dev Mandir,Laxman Vihar-Ii,,Gurgaon,,,111111
8296,Centre Sector-5 Rohini Delhi. Secto,Rajiv Gandhi Cancer Institute &,Research,,,,,110085
462,"151-153, Dawa Bazar, 13-14","R.N.T. Marg, Indore",,India,Indore,Madhya Pradesh,NA,452001
8298,,33/28 Shahganj Leader Raod,Allahabad -,,Allahabad,,,242222
22281,,,,,Hoshiarpur,Punjab,,
8299,"G.T.Road, Jassur","Kangra, Himachal Pradesh",,,Kangra,Himachal Pradesh,,176201
463,"G-4-5-6-21, Damani Shopping Complex,","Datta Chowk, Laxmi Market Road,",,India,Solapur,Maharashtra,NA,413007
8300,MAYUR TALKIS ROAD                       ,BANDA                                   ,Ramlila Road,,Banda,,,242402
7040,Xxvi/1065 & Xxvi/1056,"Rice Bazar,Thrissur",,India,Trichur,Kerala,,680001
8301,,Shop No. 102 Grn Flr,Nishant Complex Pindi Street Ludhiana,,Ludhiana,,,141008
4205,"A-1, A-2, Qaiser Market, Parsi Shah Lane","Aminabad, Lucknow",,India,Lucknow,Uttar Pradesh,Lucknow,226018
22153,"VPO JASSUR, TEHSIL NURPUR, DIST.KANGRA  ",                                        ,,,KANGRA                   ,,,176201
7138,"Vadodara Patel Complex, Patni Maholla","Wadi Wadi, Raopura",,India,,Gujarat,,390001
465,"Ashok Rajpath, 1st Floor,","Bhartiya Vastralaya Market, Opp. Womens Hospital,",,India,Patna,Bihar,NA,800004
8303,Bus Stand Road,No 17 1St Floor,Vidya Bhavana,,Hassan,,,573201
20617,MAIN ROAD NAUTANWA BAZAR                ,NAUTANWA                                ,,,MAHARAJGANJ              ,,,273164
8305,,Hat Parhospital Roadnawadah,,,Nawadah,,,805110
21662,NEHRU ROAD                              ,RAMGARH CANTT                           ,,,RAMGARH                  ,,,829122
21378,"HOSPITAL ROAD, HAT PAR                  ",                                        ,,,NAWADA                   ,,,805110
466,"Lendrapark, Ramdaspeth, Plot Number 51,","Near Nandaji Bala Temple,",,India,Nagpur,Maharashtra,NA,440010
4206,"D 50 Jhakeshwar Marg, Banipark",Jaipur,,India,Jaipur,Rajasthan,Jaipur,302016
8306,,Umanand Barthwal Marg Station Road,Kotdwar Dist-Pauri Garhwal(Uttarkhand),,Kotdwara,,,246149
8307,Raebareli,Bajpai Dharmshala Market,Malikmau Road,,Raebareli,,,229001
4207,"Dooni House, Film Colony, Choura Rasta",Jaipur,,India,Jaipur,Rajasthan,Jaipur,302003
467,"Opposite Union Bank Of India,",Bijnor,,India,Bijnor,Uttar Pradesh,NA,246726
8308,,Lal Brothers Complexstation Road,Karimganj-Assam,,Karimganj,,,788710
18871,MOH-RANGREJAN AFGANAN                   ,NEHTAUR                                 ,,,NEHTAUR                  ,,,246733
22283,,,,,Abohar,Punjab,,
18545,NEAR GEO AUTOMOBILES                    ,"CHITOOR WARD,PATHANAMTHITTA             ",,,PATHANAMTHITTA           ,,,689645
468,Rathupura Jammu 85-A Raghunath Pura Jammu,"Satwari, Jammu",,India,Jammu,Jammu & Kashmir,NA,180002
7139,"Tejas 1st Floor, 9 to 13 Shyam Gokul",Nr Vijay Char Rasta Navrangpura,,India,,Gujarat,,380013
8309,,,,,"Chandigarh,",,,
469,"Raviwar Peth, Satara S.R.No.178K/1B, Shop No.Lgf 43/44/45,","Shahu Stadium Wyapari Sankul,",,India,Satara,Maharashtra,NA,415002
18006,"17/1,1ST FLOOR,PERIYAR STREET           ","DRO COLONY,VISWANATHA NAGAR             ",,,MADURAI                  ,,,625007
470,"Gumanpura, Janak Deep Complex,","Kotri Road,",,India,Kota,Rajasthan,NA,324007
471,K.G.Medical College Compound,Lucknow,,India,Lucknow,Uttar Pradesh,NA,226001
20397,"ROOM NO.3,MINI MARKET,NARAYANPUR        ",BALURGHAT BUS STAND                     ,,,BALURGHAT                ,,,733101
472,"No.7-2-75/1,","Babul Saheb Street, Amalapuram",,India,Amalapuram,Telangana,NA,533201
473,"U-27/38, Shubham House,","2nd Floor, Shakarpur,",,India,Delhi,Delhi,NA,110092
8310,,,,,Ludhiana,,,
8311,,Baldev Ganj Kosi Kalan,Mathura -,,Mathura,,,281403
21672,GANPATI DHARAMSHALA ROAD                ,G.S.K MENSION MARKET                    ,,,DALTONGANJ               ,,,       
8312,Balrampur,Thana Mode New Market,Tulsipur,,Tulsipur,,,271201
8313,NAGAR PALIKA ROAD                       ,Main Market G.T.Road Near Post Office,Chhibramau Distt. Kannauj,,Chhibramau,,,202721
20619,PATEL NAGAR                             ,"UTRAULA ROAD,MANKAPUR                   ",,,GONDA                    ,,,       
21365,MOOL CHAND LANE                         ,                                        ,,,SAMASTIPUR               ,,,       
8314,Kachari Road Begusarai,Heerajee Market,,,Begusarai,,,851101
19396,PLOT NO. 674 FIRST FLOOR                ,KAUSTUMBH WARD NO. 12                   ,,,BURHANPUR                ,,,450331
20620,K-61/120-1ST FLOOR                      ,SAPT SAGAR                              ,,,VARANASI                 ,,,       
8315,,1354/12-10 Kucha Dai Khana,Katra Sher Singh Amritsar -,,Amritsar,,,143006
22284,,,,,Aligarh,Uttar Pradesh,,
4208,"Murali, Bangachhi","Barasat, North 24 Parganas",,India,North 24 Parganas,West Bengal,North 24 Parganas,743248
20243,"KHEDA COLONY,                           ","KICHHA BY PASS,                         ",,,RUDRAPUR                 ,,,       
474,"6 & 7, Prestige Classic B Building, Behind SBI, Chinchwad Station","Chinchwad, Pune",,India,Pune,Maharashtra,PCMC,411019
8316,,4/K Vishalakshi Ambal,Upper Bazaar Ootacamund,,Chennai,,,643001
18246,"3,RANCHHODJ BHUVANI                     ","BADRIDASWADI,VERAI CHAKLA               ",,,PATAN                    ,,,384265
7140,,,,India,,Pondicherry,,
8317,,,,,Gandhinagar,,,
475,"Arya Nivas,",Sahibganj,,India,Barharwa,Jharkhand,NA,816101
4210,"Shop No. 1 & 2, 970 Vignahar Complex, Opposite Brahman Mangal Karyalaya","Sadashiv Peth, Pune",,India,Pune,Maharashtra,Pune,411030
7141,1st Floor  Minal Shop. Center,Summir Club Road Nr S.T Depo,,India,,Gujarat,,361005
8318,,,,,Jabalpur,,,
8319,,,,,Bhopal,,,
20398,"GROUND FLOOR,44,GANDHI BUILDING         ","44,EZRA STREET                          ",,,KOLKATA                  ,,,700001
477,"Shop No.11Medical Complex, G.E.Road,","Raipur,Dist.Raipur",,India,Raipur,Chattisgarh,NA,492001
478,"195, Mohan Ganj",Shahjahanpur,,India,Shahjahanpur,Uttar Pradesh,NA,242001
8320,Aligarh Uttar Pradesh,Phaphala Street,,,Aligarh,,,200201
18247,OPP JAIN TEMPLE                         ,MAHAVIR SHERI                           ,,,DAHOD                    ,,,389151
19666,PINDI STREET                            ,                                        ,,,LUDHIANA                 ,,,       
18849,TEL TANKI ROAD                          ,SHAHJAHANPUR                            ,,,SHAHJAHANPUR             ,,,       
8321,Bansi,Near Bus Stand Basti Road,Bansi - Siddharthnagar,,Bansi,,,272153
479,"Indl. Area, Nazafgarh Road Plot No. 40 B / 2, 1st Floor",Rama Road,,India,New Delhi,Delhi,NA,110015
480,"Neelam Road,",Munger,,India,Munger,Bihar,NA,811201
8322,,Shop No. 1 & 2 Opp. Kotwali Fountain,Agra -,,Agra,,,282003
481,"Old Bus Stand, Gandhi Chowk,",Pathankot,,India,Gurdaspur,Punjab,NA,145001
8323,,194/7 Lunia Mohalla,Chatwali Gali,,Dehradun,,,248001
4213,"44, Gandhi Building, Ezra Street",Kolkata,,India,Kolkata,West Bengal,Kolkata,700001
4212,"Hayat Chemist, 8 Navi Seth Chawl, Tilak Nagar, Near Anjuman School","Sakinaka, Mumbai",,India,Mumbai,Maharashtra,Mumbai,400072
4211,"Shop No. 9 & 10, D-Wing, Prestige Classic, Dawa Bazar","Chinchwad, Pune",,India,Pune,Maharashtra,PCMC,411019
8325,Lucknow Lanka Varanasi,N - 1/65 B-14 S.P.G. Colony,Samne Ghat Road Near Kashi Gramin Bank,,Lucknow,,,221005
22285,,,,,Varanasi,Uttar Pradesh,,
8326,,,,,Berhampur,,,
8327,,,,,Kaithal,,,
22286,,,,,KRISHNA,Andra Pradesh,,
482,Hospital Road,Padrauna,,India,Deoria,Uttar Pradesh,NA,274304
4074,"155, Wright Ganj, Nai Basti, Opposite Chopra Medicos, Sihani Gate","Dundahera, Ghaziabad",,India,Ghaziabad,Uttar Pradesh,Delhi-NCR,201001
4214,"D-128, D Block, Sector 10",Noida,,India,Noida,Uttar Pradesh,Delhi-NCR,201301
8328,,At- Kathagola Mangalabag,Po/Ps - Managalabag Cuttack -,,Cuttack,,,753001
483,"1st Floor, 12, Room No 119, OPD Building,","Marine Lines, Mumbai",,India,Mumbai,Maharashtra,NA,400020
484,"Opposite Cancer Hospital, Gate No 6,","Gate No 6, New Civil Road, Asarwa,",,India,Ahmedabad,Gujarat,NA,380016
8329,,,,,Bhagalpur,,,
22287,,,,,Aurangabad,Maharashtra,,
21366,M.P.D.ROAD                              ,                                        ,,,BHAGALPUR                ,,,812002
4215,"97/94, Miurabad","Leader Road, Allahabad",,India,Allahabad,Uttar Pradesh,Allahabad,211003
20244,"VED MARKET,GANESH CHOWK                 ",RAILWAY ROAD                            ,,,ROORKEE                  ,,,247667
18007,"44-G1, 1ST FLOOR,                       ","VELPPAR KOIL,                           ",,,CUMBUM                   ,,,625516
8330,Delhi New Delhi,Bc - 100 / 4 1 St Floor,Multani Dhanda Pahadganj,,New Delhi,,,110055
8331,Sahibganj,Talbanna Gopal,Pool,,Sahibganj,,,816109
4216,"69/A, G Block","Anna Nagar East, Chennai",,India,Chennai,Tamil Nadu,Chennai,600102
485,"H. R. Complex, 1st Floor,","Dhan Mandi,",,India,Sirohi,Rajasthan,NA,307027
8332,,Rgm Plaza Chakrata Road,Dehradun -,,Dehradun,,,111111
4217,"Uday Palace, First Floor, G M Road",Patna,,India,Patna,Bihar,Patna,800004
486,"54/10, Shop No.29, B.D.Chember,","D.B.Gupta Road,Karol Bagh,",,India,New Delhi,Delhi,NA,110005
18325,"NO.437/7691/3674,GROUND FLOOR           ","ROOM NO.2,K.S.R.T.C.DEPO ROAD,          ",,,CHITRADURGA              ,,,577501
487,"36, Mahatma Gandhi Market,",Near Old Bus Stand,,India,Kurukshetra,Haryana,NA,136027
20016,"1896,SUKHLAL VYAS KI GALI               ","NATANIYON KA RASTA,FILM COLONY          ",,,JAIPUR                   ,,,       
8333,"440,Leela Ram Market,","Masjid Moth, South Extension-2",,,Newdelhi,Delhi,,110049
20650,SHOP NO.4 MUNNU LAL MARKET              ,CHHOTA CHAURAHA                         ,,,HARDOI                   ,,,241001
22288,,,,,Bhilai,Chhaattisgarh,,
4218,,"Sadashiv Peth, Pune",,India,Pune,Maharashtra,Pune,411030
488,"Bank Of Baroda Campus, Kaviwar Nepali Path,","Near Town Hall,",,India,West Champaran,Bihar,NA,845438
489,"H.No. 11 - 1 - 48, Shivaji Nagar, Opp. New Lic Office","Siddipet, Medak",,India,Medak,Telangana,NA,502103
8334,,,,,Surendranagar,,,
7142,12/2347-48 Chandravilla  Appt.,"Bibiniwadi , Saiyedpura",,India,,Gujarat,,395003
22289,,,,,Berhampur,Orissa,,
491,"Solapur House No. 415, North Kasaba",Near Tarati Naka Police Chowki,,India,Solapur,Maharashtra,NA,413007
20017,NEW MEDICINE MARKET                     ,"AMBIKA COMPLEX,TOWN                     ",,,HANUMANGARH              ,,,335513
4220,"Shop No. 3, Samruddhi CHS, Kandivali Village, M G Road, Kandivali West","Kandivali, Mumbai",,India,Mumbai,Maharashtra,Mumbai,400067
7007,"881-C, Opposite Brahman Mangal Karyalaya","Sadashiv Peth, Pune",,India,Pune,Maharashtra,Pune,411030
492,Gandhi Market,Shop No.92,,India,Latur,Maharashtra,NA,413512
6930,"Shop No. 129, 130, First Floor, Sandesh Dawa Bazar, Near Haj House","Ganjipeth, Nagpur",,India,Nagpur,Maharashtra,Nagpur,440002
8335,,25 & 26 Om Plaza Khetawat Market,Bhinmal Dist-Jalore Rajasthan,,Bhinmal,,,343029
21367,"SHOP NO.9,BALDEO PALACE                 ","BENI MADHAV LANE,GM ROAD                ",,,PATNA                    ,,,800004
493,Shop No 110 Opposite Chinchechi Talim 283 Shukrawar Peth,Prestige Point Ground Floor,,India,Pune,Maharashtra,NA,411002
8336,,Station Road Raigarh,Chattisgarh-,,Raigarh,,,111111
8337,Jain Temple Road Raichur,Pharmaceutical Distributors Shop,No.9 & 10 M.R.V Estate,,Raichur,,,584101
20018,"OPP. EYE HOSPITAL, JALORE               ",                                        ,,,JALORE                   ,,,343001
21909,"1 ST FLOOR MEDICINE MARKET,             ",CHOTTU RAM CHOWK                        ,,,ROHTAK                   ,,,124001
20019,INSIDE JALORI BARI                      ,                                        ,,,JODHPUR                  ,,,       
8338,Near Fish Market Lakhisarai Munge,Ambika Medicals Naya,Bazar,,Lakhisarai,,,811307
20651,"TILAK NAGAR, BOLOCHAHAN ROAD            ",PO&PS PADRAUNA                          ,,,KUSHINAGAR               ,,,274304
4221,"10/1 B/H, Siyapura Police Station","Raopura, Vadodara",,India,Vadodara,Gujarat,Vadodara,390001
4222,"Shop No. 6/7, Bhawani Park, Geeta Nagar, Near Bank Of Baroda, Phatak Road, Bhayandar West","Bhayandar, Thane",,India,Thane,Maharashtra,Thane,401101
8339,Balasore,Sahadevkhunta,Infront Of Hotel Suraj,,Balasore,,,756001
8340,Near Old Rto G.B.Marg Lucknow-18,84/171 Katra Maqboolganj,,,Lucknow,,,226003
8342,,D 38/1 First Floor Thillai Nagar,West Extn. 8Th Cross,,Trichy,,,620018
19691,"INSIDE AMCARE HOSPITAL,VIP ROAD         ",                                        ,,,ZIRAKPUR                 ,,,140603
8343,,Mandai Chowk Halwai Bazar,Budaun -,,Budaun,,,243601
494,"Upper Bazar,",Aizawl,,India,Aizawl,Mizoram,NA,796321
22291,,,,,Ahmedabad,Gujarat,,
4223,"B/H Gujarati Kumarshala, Shlyapura","Raopura, Vadodara",,India,Vadodara,Gujarat,Vadodara,390001
495,"Jodhpur Gam U-7, Kaladarshan Complex,","B/H Rahul Apptts,Prahlad Nagar Rd,",,India,Ahmedabad,Gujarat,NA,380015
7143,"Khodiyar Nagar Road, Plot No.1,","Ashwin Co-op Hsg Society, 3 Varaccha,",,India,,Gujarat,,
4224,19-4-279/A/11/A/1 Jhahnuma,"Tadban, Hyderabad",,India,Hyderabad,Telangana,Hyderabad,500053
4225,"Sbi Complex, Sonapur, New Market Road, Sonapur Bazar Road",Kamrup,,India,Guwahati,Assam,Guwahati,782402
7041,"D. No. : 3-9-137/1, Near Old Hospital, Beroon Quilla,Ali Complex",Raichur,,India,Raichur,Karnataka,NA,584101
8344,"#3-9-137(N)3-9-95(O),NEAR               ","D.H.O OFFICE,BEROON QUILLA              ",,,Raichur,,,584101
8347,Pratapgarh,Ajeet Nagar Pratapgarh (U.P.),,,Pratapgarh,,,
18689,RUPMAHAL TANK                           ,B.T.ROAD                                ,,,IMPHAL                   ,,,795001
18327,"#79/1,SITE NO.21,PARVATHI               ","2ND FLOOR,MUNESHWARA EXT.LAGGERE        ",,,BENGALURU                ,,,560058
6836,"Basement, Jitendra CHSL, Near Hari Niwas Circle, M.G. Road",Thane West,,India,Thane,Maharashtra,Thane,400602
4226,"709, Bhavnagari Talav Vanki Bordi, 12, Rani Talab Main Rd, Motala Sheri","Shahpore, Surat",,India,Surat,Gujarat,Surat,395003
8349,,,,,Jamshedpur,,,
496,"2, Satya Sagar Society","Chandlodiya, Ahmedabad",,India,Ahmedabad,Gujarat,NA,380081
7144,"34/14, SATI MARG, MUSADDIPURA,",,,India,,Madhya Pradesh,,456001
499,"House No.N/712, Ward No.25, Gud Oli","Kamptee, Nagpur",,India,Nagpur,Maharashtra,NA,441002
498,"340, East Mangalwar Peth",Solapur,,India,Solapur,Maharashtra,NA,413002
8350,Station Road Ajmer -,9 Bimla Market,,,Ajmer,,,300501
22293,,,,,SOLAPUR,Maharashtra,,
7145,"GURUDWARA ROAD, OLD BUS STAND,",NARSINGHPUR,,India,,Madhya Pradesh,,487001
8352,Tel-02472-228,1 St Floor Nalegaonkar Colony,Samata Colony Osmanabad -413501,,Osmanabad,Maharashtra,,413501
22295,,,,,Delhi,Delhi,,
8354,,,,,Kanpur,,,
4227,"644/1, Ground Floor, Gala No. 102, Basement Shop, E Ward, 2nd Lane","Shahupuri, Kolhapur",,India,Kolhapur,Maharashtra,Kolhapur,416001
19397,CHHOTI DEVI JI CHOURAHA                 ,                                        ,,,TIKAMGARH                ,,,       
501,"Shop No. A1-2, Pratham Complex","Hospital Road,",,India,Kheri,Uttar Pradesh,NA,262701
8355,,Sanjeevani The Pharma House Gehu Badi,Jail Road Ambikapur,,Ambikapur,,,497001
502,"85-A, Zila Parishad Market, Muzaffarnagar",Muzaffarnagar,,India,Muzaffarnagar,Uttar Pradesh,NA,251001
8356,,Hospital,Road,,Daltonganj,,,822101
8358,Mirzapur,Dankeen,Ganj,,Mirzapur,,,231001
21664,"HOSPITAL ROAD, DALTONGANJ               ",                                        ,,,DALTONGANJ               ,,,822101
20255,NEW PANWAR MARKET                       ,JEEVANGARH CHAKRATA ROAD                ,,,DEHRADUN                 ,,,248198
8359,Chattarpur Madhya Pradesh,Near Baroda Bank,,,Chaterpur,,,471001
21074,"B-67,SHARDAPURI                         ",RAMESH NAGAR                            ,,,NEW DELHI                ,,,0
8360,87Wright Ganjnai Basti-Ghaziabad,,,,Ghaziabad,Uttar Pradesh,,201001
8361,,Rohit Hotelcivil Line,Bijnor-24701,,Bijnor,,,246701
6961,"32/81 L G, Dawa Bazar, Rnt Road, Near Madhumilan Square","R.N.T. Marg, Indore",,India,Indore,Madhya Pradesh,Indore,452001
8362,,Bank Of Patiala Baroda Road,Gohana -,,Gohana,,,131301
4228,"Address-793, Near Phadtare Chowk","Sadashiv Peth, Pune",,India,Pune,Maharashtra,Pune,411030
7146,,,,India,,Uttar Pradesh,,
8363,8A Patel Market,Hamidia Road,,,Bhopal,Madhya Pradesh,,462001
8364,,Kunwar Commercial Complex,Rekabganj - Faizabad,,Faizabad,,,224001
8365,Sasaram,Mohania,Dist.,,Mohania,,,821109
8367,,,,,Ujjain,,,
18852,"6,JHOLEY LAL MEDICAL COMPLEX            ","B.R.G.MARKET,FOUNTAIN                   ",,,AGRA                     ,,,       
503,"A/17, Ashok Nagar,",Bhubaneswar,,India,Bhubaneswar,Odisha,NA,751009
20622,"KUNWAR COMPLEX,RAKABGANJ                ",                                        ,,,FAIZABAD                 ,,,       
4229,Near Ambaji Mandir,"Raopura, Vadodara",,India,Vadodara,Gujarat,Vadodara,390001
8368,Bhagalpur Bhagalpur,P.O. Baunsi,Banka,,,,,111111
8369,,,,,Khagra,,,
504,"80, Sannathi Street",Tiruvannamalai,,India,Tiruvannamalai,Tamil Nadu,NA,606601
505,Kalibari Road,Dhubri,,India,Dhubri,Assam,NA,783301
4230,"Shop No. 12, Vaibhav Nagari, Katai Naka, Kalyan Shil Road, Dombivli East","Dombivli, Thane",,India,Thane,Maharashtra,Thane,421204
4231,"Shop No. 4-8, Kapil Sankalp, Sr.No. 1228, Near Perugate Police Chowki","Sadashiv Peth, Pune",,India,Pune,Maharashtra,Pune,411030
20399,"MAHARAJ NAGAR,HARIPUR                   ","RATUA,MALDA                             ",,,MALDA                    ,,,       
4232,"A-3, Jai Moti Building, H D Marg, Ghatkopar West","Ghatkopar, Mumbai",,India,Mumbai,Maharashtra,Mumbai,400086
20623,"SHOP NO.31,F.F.NORMAL COMPOUND          ",SUPER MARKET                            ,,,SULTANPUR                ,,,228001
8370,Disst. Jaunpur,Loha Mandi Main Road,Shahganj,,Shahganj,,,223101
8371,,10 Sardar Patel Marg Dewas (M.P.),,,Dewas,,,455001
8372,Biaora,Sarafa,Bazar,,Biaora,,,465674
22297,,,,,Kangra,Himachal Pradesh,,
8373,Bari Jodhpur Rajasthan.,7 Sadguru Complex,Jalori,,Jodhpur,,,342001
4233,"663, Gali Number 8, First Floor","Govind Puri, New Delhi",,India,New Delhi,Delhi,Delhi-NCR,110019
22298,,,,,Sri Ganganagar,Rajasthan,,
8374,,,,,Guwahati,,,
506,"New Friends Colony,",New Delhi,,India,New Delhi,Delhi,NA,110065
22299,,,,,Kochi,Kerala,,
8375,Cochin - 26,Elamakkara.P.O,,,Ernakulam,,,682026
8376,,Amrita Health Centre Shadipur,Port Blair,,Port Blair,,,744103
4234,"Shop No. 43, Aminabad Park, Aminabad",Lucknow,,India,Lucknow,Uttar Pradesh,Lucknow,226018
8377,Chennai (Union Territory ),Near Rajasthan Mandir,Matha Amriyhanndamayi Math Port Blair,,Port Blair,,,111111
7147,Old Nagardas Cross Road,"Shop No. 4, JaiShankar Krupa Bldg. Next to Haveli, Opp. Savla Transport",,India,,Maharashtra,,400069
507,"Unit No.1, New Metalage Ind Premises, Subhash Road","Jogeshwari (East), Mumbai",,India,Mumbai,Maharashtra,NA,400060
508,"Shop No. 4, Jaishankar Krupa Building, Next To Haveli, Opposite Savla Transport, Old Nagardas Cross Road","Andheri East, Mumbai",,India,Mumbai,Maharashtra,NA,400069
8379,Yogi Tower Moti Tanki Chowk Rajko,Shop No : 101 102 103,104,,Rajkot,,,360001
4235,"No. 24/10, Karuppannan Street, Sowcarpet","George Town, Chennai",,India,Chennai,Tamil Nadu,Chennai,600001
509,"H.No.14-12-148/5,","D.S. Temple Lane, Warangal",,India,Warangal,Telangana,NA,506002
19180,"8-12-148/5,D.S.TEMPLE STREET            ",                                        ,,,WARANGAL                 ,,,506002
18328,OPP TO B G S COLLEGE AGRAHARA           ,B M ROAD KUNIGAL                        ,,,TUMKUR                   ,,,572130
8380,OLD GOVT HOSPITAL ROAD                  ,NEAR ELEPHANT TREE                      ,,,Ongole,,,523001
4236,"Unit No. 140, Raheja District Ii, 1st Floor, Edison Building No. 1 Plot Gen 2/1/C/Part Ttc Industrial Area MIDC","Juinagar, Navi Mumbai",,India,Navi Mumbai,Maharashtra,Navi Mumbai,410210
204,"Ground Floor, Shed No 8/10 A, Samrat Mill Compound, LBS Marg","Vikhroli, Mumbai",,India,Mumbai,Maharashtra,Mumbai,400079
203,"Plot Gen 2/1C/Part, Ttc Industrial Unit No 140, 1st Floor, Raheja District Ii, Edison 1 Area",Juinagar Navi Mumbai,,India,Navi Mumbai,Maharashtra,NA,400705
8381,,G-57Ff-157Sf-257 Sandesh Dawa Bazar,Near Haj House Ganjipeth,,Nagpur,,,440002
8383,Thillai Nagar,D-62Thillai Nagar 1-2422Nd Street,11-B Cross Westist Floor,,Trichy,,,620018
8384,"An.M Tower,2758,","Nanayakara Chetty Street,","Thanjavur Mpty Ward-16,",,Tanjore,Tamil Nadu,,613001
8385,Street Thanjavur,2758 Nanayakkara,Chetty,,Trichy,,,613001
8382,,An. M. Tower'S 2 Nd Floor 2758,Nanayakara Chetty Street Thanjavur -,,Thanjavur,,,613001
8386,Trichy - 620 018. Tamilnadu,C-48 B 11-B Cross Thillainagar,,,Trichy,,,620018
8387,,,,,Tanjore,,,
8388,,,,,Bikaner,,,
8389,,,,,Erode,,,
8390,,,,,Malkapur,,,
22300,,,,,Erode,Tamil Nadu,,
20245,"A-347,AVAS VIKAS                        ",                                        ,,,RUDRAPUR                 ,,,263153
8391,,,,,Ratlam,,,
4237,Kalna,Burdwan,,India,Bardhaman,West Bengal,Bardhaman,713409
8392,Uday Palace G.M.Road Patna,Shop No. B-3 1St,Floor,,,,,800004
8393,,,,,Chittorgarh,,,
8394,,,,,Deoghar,,,
8395,,,,,Moga,,,
8396,,,,,Purulia,,,
21368,"SHAH MARKET,LINE BAZAR                  ",                                        ,,,PURNEA                   ,,,       
21228,"WARD NO., PROP.NO.DIZ5002328            ","(OLD 1266), GUJARMALA, SHIRUR           ",,,PUNE                     ,,,412210
8397,,,,,Hyderabad,,,
8398,L M Ghosh Street 1St Floor,1St Floor Shyam,Dharamshalla Complex,,Purulia,,,723151
510,"Dhangu Road, Shop No.13, 1st Floor,","Nayyar Shopping Complex,",,India,Gurdaspur,Punjab,NA,145001
4238,"1302/1, Krishneshwar Society","Sadashiv Peth, Pune",,India,Pune,Maharashtra,Pune,411030
8400,,,,,Jamnagar,,,
8401,,C/O Anand Prakash Rouza Road,Sasaram -,,Sasaram,,,111111
8402,,,,,Darjeeling,,,
22302,,,,,Hazaribag,Jharkhand,,
4239,15/1 & 15/2 Mothilal Street,Tiruvallur,,India,Chennai,Tamil Nadu,Chennai,602001
8403,Fatehpur Uttar Pradesh,Patharkata Churaha,,,Fatehpur,,,212601
8404,,Water Works,Road,,Mansa,,,151505
8405,,Murain Tola Chauraha,Fatehpur,,Fatehpur,,,212601
8406,Rohtas,Rauza Road Shobha Complex,Sasaram Rohtas (Bihar),,Rohtas,,,821115
511,"House No.218, Ward No.13 Cinema Road,",Malkapur,,India,Malkapur,Maharashtra,NA,443101
4240,"Survey No 881/A, Jai Bhagirathi Apartment, Gadgil Street, Opposite Lajjat Hotel","Sadashiv Peth, Pune",,India,Pune,Maharashtra,Pune,411030
18853,STATION ROAD                            ,                                        ,,,PURANPUR                 ,,,       
512,Bharatpur,Bharatpur,,India,Bharatpur,Rajasthan,NA,321023
8408,,,,,Kanpur,,,
8409,#NAME?,Nasriganj,Nasriganj,,Rohtas,,,821310
513,"Sco 16, Sector 19-C",Chandigarh,,India,Chandigarh,Chandigarh,NA,160019
514,"11-4-622, A.C. Guards, Flat No. 1,","Lucky Apartments,",,India,Hyderabad,Telangana,NA,500004
4003,"Shop No. 3 & 4, Kasturi Heights, Maldhakka Road, Dawa Bazar, Chinchwad Station","Chinchwad, Pune",,India,Pune,Maharashtra,PCMC,411019
8410,Gohana Road,19-20 New Medicine Market,,,Rohtak,,,124001
18854,NEAR SOPHIA MARKET                      ,COURT ROAD                              ,,,SAHARANPUR               ,,,247001
8412,,,,,Delhi,,,
515,Near Bus Stand,G.T. Road,,India,Gurdaspur,Punjab,NA,143521
8413,Gate Hazaribag,Opp. Panch,Mandir,,Hazaribagh,,,111111
4241,"14, Relief Shopping Centre, Near GPO, Gheekanta","Bhadra, Ahmedabad",,India,Ahmedabad,Gujarat,Ahmedabad,380001
4243,"212, A, Ground Floor, Lucky Arcade, Cottonpet Main Road","Cottonpete, Bengaluru",,India,Bengaluru,Karnataka,Bangalore,560053
4242,,Delhi,,India,Delhi,Delhi,Delhi-NCR,110017
8414,Motihari,Hospital,Road,,,,,111111
8415,Kopergaon-423 601 Dist. Ahmednagar,Pb No.15. Godam Lane,,,,,,423601
8416,,Seregara Road,Balumath Dist-Latehar,,Balumath,,,829202
8417,Bhilwara,G-3 Sohan Plaza,Pratap Takies Road,,Bhilwara,,,311001
8418,,,,,Kopargaon,,,
20647,"A-10/34,                                ",PRAHLADGHAT                             ,,,VARANASI                 ,,,221001
4244,"Shop No. 115 & 129, 116 & 128, Anilkunj Shopping Centre, B/S Shefali Centre","Paldi, Ahmedabad",,India,Ahmedabad,Gujarat,Ahmedabad,380007
8419,,,,,Amritsar,,,
8420,Mitra Road Patna Patna - 800004,B/17 Mahima Palace,Govind,,Patna,,,800004
516,"Opposite Swaminarayan Mandir,","Maninagar,",,India,Ahmedabad,Gujarat,NA,380008
20624,"K61/135,SAPTSAGAR,MAIDAGIN              ",                                        ,,,VARANASI                 ,,,       
8422,,,,,Trichy,,,
8423,,,,,Trichirappalli,,,
18008,"C-52,GROUND FLOOR,9TH,A-CROSS           ","WEST EXT.,THILLAI NAGAR                 ",,,TRICHY                   ,,,620018
